0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	236.9
0.07	259.7
0.08	268.12
0.09	280.77
0.1	295.91
0.11	313.85
0.12	327.22
0.13	357.05
0.14	380.38
0.15	368.58
0.16	368.03
0.17	366.7
0.18	364.55
0.19	363.48
0.2	361.96
0.21	362.31
0.22	364.17
0.23	366.52
0.24	377.88
0.25	385.57
0.26	394.18
0.27	401.38
0.28	405.7
0.29	407.9
0.3	404.62
0.31	404.88
0.32	406.83
0.33	408.27
0.34	408.74
0.35	408.57
0.36	408.49
0.37	407.51
0.38	405.92
0.39	401.28
0.4	396.87
0.41	397.56
0.42	402.87
0.43	408.18
0.44	419.44
0.45	418.22
0.46	416.45
0.47	414.38
0.48	413.62
0.49	412.38
0.5	412.39
0.51	412.55
0.52	414.04
0.53	415.68
0.54	415.66
0.55	415.23
0.56	413.73
0.57	413.93
0.58	412.01
0.59	406.89
0.6	406.56
0.61	410.56
0.62	417.59
0.63	0
0.64	0
0.65	0
0.66	0
0.67	0
0.68	0
0.69	0
0.7	416.38
0.71	408.66
0.72	413.4
0.73	422.25
0.74	416.14
0.75	412.44
0.76	409.23
0.77	407.93
0.78	407.99
0.79	410.81
0.8	413.48
0.81	414.85
0.82	413.04
0.83	408.96
0.84	400
0.85	400
0.86	400
0.87	409.88
0.88	405.97
0.89	0
0.9	0
0.91	0
0.92	0
0.93	0
0.94	0
0.95	0
0.96	0
0.97	0
0.98	0
0.99	0
1	0
1.01	0
1.02	332.2
1.03	350.54
1.04	351.99
1.05	355.55
1.06	358.16
1.07	359.32
1.08	358.09
1.09	354.35
1.1	352.35
1.11	351.39
1.12	352.8
1.13	357.94
1.14	362.56
1.15	370.08
1.16	378.75
1.17	388.14
1.18	394
1.19	397.84
1.2	396.67
1.21	397.39
1.22	396.27
1.23	393.6
1.24	389.79
1.25	386.59
1.26	384.85
1.27	384.32
1.28	384.71
1.29	386.74
1.3	390.13
1.31	393.38
1.32	395.87
1.33	397.7
1.34	397.04
1.35	394.21
1.36	388.97
1.37	381.42
1.38	371.83
1.39	373.53
1.4	378.01
1.41	383.18
1.42	393.55
1.43	0
1.44	0
1.45	0
1.46	0
1.47	0
1.48	0
1.49	0
1.5	0
1.51	0
1.52	0
1.53	0
1.54	0
1.55	405.13
1.56	407.35
1.57	399.12
1.58	399.15
1.59	397.66
1.6	396.53
1.61	394.33
1.62	391.69
1.63	389.48
1.64	388.43
1.65	387.38
1.66	390.9
1.67	392.42
1.68	392.39
1.69	393.4
1.7	393.1
1.71	390.41
1.72	382.7
1.73	396.57
1.74	401.74
1.75	405.04
1.76	392.99
1.77	379.17
1.78	0
1.79	0
1.8	0
1.81	0
1.82	0
1.83	0
1.84	0
1.85	0
1.86	0
1.87	0
1.88	0
1.89	0
1.9	0
1.91	0
1.92	0
1.93	0
1.94	0
1.95	0
1.96	0
1.97	0
1.98	0
1.99	0
2	0
2.01	0
2.02	0
2.03	0
2.04	0
2.05	0
2.06	356.57
2.07	354.43
2.08	356.36
2.09	355.49
2.1	353.86
2.11	353.94
2.12	349.72
2.13	345.54
2.14	343.2
2.15	342.58
2.16	343.14
2.17	345.29
2.18	349.53
2.19	358.33
2.2	366.78
2.21	377.2
2.22	383.6
2.23	388.33
2.24	389.5
2.25	389.8
2.26	388.01
2.27	382.31
2.28	376.68
2.29	369.09
2.3	0
2.31	0
2.32	0
2.33	0
2.34	0
2.35	0
2.36	0
2.37	0
2.38	0
2.39	0
2.4	364.86
2.41	367.85
2.42	360.34
2.43	359.78
2.44	358.74
2.45	358.68
2.46	357.98
2.47	356.93
2.48	354.68
2.49	353.05
2.5	351.25
2.51	349.98
2.52	349.08
2.53	348.49
2.54	347.59
2.55	344.93
2.56	340.64
2.57	336.22
2.58	336.54
2.59	331.65
2.6	326.83
2.61	313.6
2.62	307.28
2.63	300.34
2.64	294.05
2.65	290.83
2.66	290.34
2.67	304.17
2.68	323.15
2.69	323.18
2.7	322.32
2.71	321.12
2.72	318.38
2.73	317.17
2.74	316.35
2.75	315.67
2.76	315.35
2.77	316.69
2.78	315.48
2.79	303.93
2.8	0
2.81	0
2.82	0
2.83	0
2.84	0
2.85	0
2.86	0
2.87	0
2.88	0
2.89	0
2.9	0
2.91	343.01
2.92	341.67
2.93	339.96
2.94	343.53
2.95	345.94
2.96	351.67
2.97	350.95
2.98	351.4
2.99	350.03
3	348.69
3.01	346.37
3.02	344.99
3.03	342.6
3.04	339.83
3.05	337.21
3.06	337.35
3.07	339.82
3.08	340.55
3.09	342.55
3.1	343.98
3.11	346.96
3.12	348.45
3.13	349.55
3.14	348
3.15	345.76
3.16	344.44
3.17	340.45
3.18	339.65
3.19	339.29
3.2	338.28
3.21	338.43
3.22	341.96
3.23	345.68
3.24	350
3.25	352.06
3.26	354.95
3.27	355.01
3.28	352.24
3.29	349.05
3.3	344.92
3.31	339.81
3.32	335.04
3.33	331.47
3.34	331.1
3.35	330.42
3.36	332.77
3.37	336.87
3.38	343.25
3.39	347.98
3.4	350.77
3.41	352.3
3.42	352.87
3.43	351.4
3.44	349.8
3.45	349.36
3.46	347.98
3.47	345.56
3.48	343.94
3.49	341.84
3.5	340.15
3.51	345.11
3.52	350.65
3.53	353.7
3.54	353.13
3.55	353.12
3.56	351.36
3.57	350.18
3.58	347.85
3.59	345.64
3.6	344.61
3.61	341.63
3.62	340.07
3.63	340.16
3.64	337.24
3.65	338.46
3.66	341.99
3.67	0
3.68	0
3.69	0
3.7	0
3.71	0
3.72	0
3.73	0
3.74	0
3.75	0
3.76	0
3.77	0
3.78	0
3.79	0
3.8	0
3.81	0
3.82	0
3.83	0
3.84	0
3.85	0
3.86	0
3.87	0
3.88	0
3.89	0
3.9	0
3.91	0
3.92	0
3.93	0
3.94	0
3.95	0
3.96	0
3.97	0
3.98	0
3.99	0
4	0
4.01	0
4.02	0
4.03	0
4.04	0
4.05	0
4.06	0
4.07	0
4.08	0
4.09	0
4.1	0
4.11	0
4.12	0
4.13	0
4.14	0
4.15	0
4.16	0
4.17	0
4.18	0
4.19	0
4.2	0
4.21	0
4.22	0
4.23	0
4.24	0
4.25	0
4.26	0
4.27	0
4.28	0
4.29	0
4.3	0
4.31	0
4.32	0
4.33	0
4.34	0
4.35	0
4.36	0
4.37	0
4.38	0
4.39	0
4.4	0
4.41	0
4.42	0
4.43	0
4.44	0
4.45	0
4.46	0
4.47	0
4.48	0
4.49	0
4.5	0
4.51	0
4.52	0
4.53	0
4.54	0
4.55	0
4.56	360.24
4.57	376.59
4.58	375.21
4.59	376.42
4.6	377.38
4.61	379.53
4.62	383.54
4.63	386.8
4.64	393.46
4.65	399.52
4.66	402.69
4.67	397.24
4.68	405.37
4.69	405.17
4.7	407.44
4.71	406.92
4.72	406.75
4.73	403.39
4.74	402.25
4.75	402.95
4.76	404.84
4.77	405.57
4.78	404.92
4.79	405.4
4.8	404.94
4.81	403.12
4.82	405.76
4.83	400
4.84	421.06
4.85	418.83
4.86	419.79
4.87	420.66
4.88	421.43
4.89	422.17
4.9	421.46
4.91	422.27
4.92	422.28
4.93	422.09
4.94	422.93
4.95	422.34
4.96	420.67
4.97	415.81
4.98	410.18
4.99	399.99
5	0
5.01	0
5.02	0
5.03	0
5.04	0
5.05	0
5.06	0
5.07	0
5.08	0
5.09	0
5.1	0
5.11	0
5.12	0
5.13	412.51
5.14	423.18
5.15	413.8
5.16	413.96
5.17	414.12
