0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	227.02
0.06	231.96
0.07	230.42
0.08	231.11
0.09	230.77
0.1	230.74
0.11	228.43
0.12	228.36
0.13	229.35
0.14	229.97
0.15	233.69
0.16	241.92
0.17	248.94
0.18	254.46
0.19	260.07
0.2	264.32
0.21	268.7
0.22	270.51
0.23	271.95
0.24	271.87
0.25	272.23
0.26	269.35
0.27	273.16
0.28	272.31
0.29	274.79
0.3	272.92
0.31	273.58
0.32	273.74
0.33	274.32
0.34	274.54
0.35	274.15
0.36	276.94
0.37	277.16
0.38	274.96
0.39	274.55
0.4	273.94
0.41	273.95
0.42	274.13
0.43	273.77
0.44	274.42
0.45	273.79
0.46	273.16
0.47	273.47
0.48	274.18
0.49	273.53
0.5	273.76
0.51	273.97
0.52	274.08
0.53	274.42
0.54	273.31
0.55	273.98
0.56	274.27
0.57	274.01
0.58	274.68
0.59	271.11
0.6	255.62
0.61	237.96
0.62	0
0.63	0
0.64	0
0.65	0
0.66	0
0.67	0
0.68	271.62
0.69	277.54
0.7	283.1
0.71	284.22
0.72	281.4
0.73	275.38
0.74	273.52
0.75	274.84
0.76	275.66
0.77	274.8
0.78	270.77
0.79	0
0.8	0
0.81	0
0.82	0
0.83	0
0.84	0
0.85	0
0.86	0
0.87	0
0.88	0
0.89	0
0.9	0
0.91	0
0.92	0
0.93	0
0.94	0
0.95	0
0.96	0
0.97	0
0.98	0
0.99	0
1	0
1.01	0
1.02	0
1.03	289.85
1.04	290.42
1.05	292.86
1.06	289.75
1.07	287.74
1.08	281.38
1.09	275.93
1.1	272.51
1.11	271.79
1.12	270.68
1.13	273.96
1.14	277.4
1.15	280.54
1.16	283.88
1.17	286.3
1.18	285.64
1.19	282.72
1.2	277.56
1.21	274.74
1.22	270.88
1.23	272.59
1.24	272.6
1.25	276.45
1.26	280.94
1.27	286.38
1.28	288.49
1.29	290.59
1.3	287.33
1.31	282.12
1.32	279.07
1.33	277.07
1.34	274.77
1.35	273.45
1.36	273.07
1.37	273.01
1.38	272.86
1.39	272.37
1.4	274.31
1.41	275.74
1.42	277.87
1.43	279.15
1.44	280.9
1.45	279.08
1.46	277.57
1.47	274.1
1.48	273.75
1.49	273.48
1.5	277.05
1.51	283.03
1.52	290.04
1.53	294.51
1.54	298.82
1.55	300.96
1.56	297.94
1.57	0
1.58	0
1.59	0
1.6	0
1.61	0
1.62	0
1.63	0
1.64	0
1.65	0
1.66	0
1.67	0
1.68	0
1.69	0
1.7	0
1.71	0
1.72	0
1.73	0
1.74	0
1.75	0
1.76	0
1.77	0
1.78	0
1.79	0
1.8	0
1.81	0
1.82	0
1.83	0
1.84	0
1.85	0
1.86	0
1.87	0
1.88	0
1.89	0
1.9	0
1.91	0
1.92	0
1.93	0
1.94	0
1.95	0
1.96	0
1.97	0
1.98	0
1.99	0
2	0
2.01	0
2.02	0
2.03	223.18
2.04	213.52
2.05	202.25
2.06	203.31
2.07	204.41
2.08	204.05
2.09	201.42
2.1	198.94
2.11	196.33
2.12	195.71
2.13	197.27
2.14	201
2.15	204.9
2.16	208.69
2.17	212.69
2.18	214.98
2.19	215.09
2.2	210.9
2.21	203.37
2.22	198.5
2.23	195.79
2.24	199.65
2.25	203.76
2.26	209.5
2.27	214.31
2.28	216.09
2.29	216.76
2.3	215.17
2.31	211.11
2.32	206.42
2.33	204.4
2.34	201.9
2.35	204.76
2.36	209.74
2.37	210.62
2.38	216.16
2.39	222.1
2.4	225.32
2.41	230.53
2.42	233.39
2.43	235.07
2.44	232.21
2.45	228.89
2.46	228.71
2.47	229.27
2.48	233.8
2.49	238.94
2.5	243.88
2.51	251.74
2.52	255.36
2.53	259.25
2.54	263.19
2.55	263.74
2.56	265.31
2.57	264.09
2.58	263.8
2.59	263.52
2.6	262.8
2.61	264.79
2.62	266.42
2.63	266.71
2.64	268.51
2.65	269.06
2.66	270.01
2.67	268.74
2.68	268.52
2.69	269.07
2.7	267.42
2.71	266.78
2.72	267.68
2.73	266.83
2.74	266.05
2.75	265.18
2.76	264.98
2.77	265.17
2.78	265.59
2.79	265.21
2.8	265.25
2.81	264.89
2.82	264.24
2.83	264.09
2.84	263.17
2.85	264.31
2.86	263.09
2.87	263.65
2.88	263.61
2.89	263.63
2.9	264.19
2.91	264.39
2.92	263.97
2.93	263.91
2.94	264.46
2.95	264.51
2.96	264.87
2.97	264.77
2.98	264.12
2.99	264.09
3	259.98
3.01	244.51
3.02	249.45
3.03	255.85
3.04	255.37
3.05	252.39
3.06	250.97
3.07	251.52
3.08	252.31
3.09	256.25
3.1	259.2
3.11	265.32
3.12	269.03
3.13	275.08
3.14	275.87
3.15	284.13
3.16	285.96
3.17	286.49
3.18	285.63
3.19	278.18
3.2	278.53
3.21	278.45
3.22	277.54
3.23	278.75
3.24	279.58
3.25	281.76
3.26	282.46
3.27	282.03
3.28	282.47
3.29	283.38
3.3	283.13
3.31	281.95
3.32	280.99
3.33	279.52
3.34	277.99
3.35	276.62
3.36	274.94
3.37	273.64
3.38	275.08
3.39	276.79
3.4	276.27
3.41	276.55
3.42	275.45
3.43	274.48
3.44	273.09
3.45	269.14
3.46	268.05
3.47	268.24
3.48	268.51
3.49	271.87
3.5	275.34
3.51	279.61
3.52	284.39
3.53	286.56
3.54	286.06
3.55	285.33
3.56	283.1
3.57	278.43
3.58	274.83
3.59	272.64
3.6	269.93
3.61	269.49
3.62	271.5
3.63	275.46
3.64	278.69
3.65	282.78
3.66	287.78
3.67	294.41
3.68	294.73
3.69	293.77
3.7	288.2
3.71	284.97
3.72	280.86
3.73	277.49
3.74	274.1
3.75	273.46
3.76	273.59
3.77	274.77
3.78	277.65
3.79	282.59
3.8	286.09
3.81	286.72
3.82	287.5
3.83	284.44
3.84	281.74
3.85	279.97
3.86	277.17
3.87	275.46
3.88	273.41
3.89	273.09
3.9	273.91
3.91	275.48
3.92	276.13
3.93	276.8
3.94	277.6
3.95	275.88
3.96	274.79
3.97	272.54
3.98	268.13
3.99	264.3
4	253.73
4.01	238.81
4.02	237.63
4.03	233
4.04	234
4.05	235.1
4.06	233.43
4.07	241.14
4.08	235.74
4.09	245.62
4.1	0
4.11	0
4.12	0
4.13	0
4.14	0
4.15	0
4.16	0
4.17	0
4.18	0
4.19	0
4.2	0
4.21	0
4.22	0
4.23	0
4.24	0
4.25	0
4.26	0
4.27	0
4.28	0
4.29	0
4.3	0
4.31	0
4.32	0
4.33	0
4.34	0
4.35	0
4.36	0
4.37	0
4.38	0
4.39	0
4.4	0
4.41	0
4.42	0
4.43	0
4.44	0
4.45	0
4.46	0
4.47	0
4.48	0
4.49	0
4.5	0
4.51	0
4.52	0
4.53	0
4.54	0
4.55	0
4.56	0
4.57	0
4.58	0
4.59	0
4.6	0
4.61	0
4.62	0
4.63	0
4.64	0
4.65	0
4.66	0
4.67	0
4.68	0
4.69	0
4.7	0
4.71	0
4.72	0
4.73	0
4.74	0
4.75	0
4.76	0
4.77	0
4.78	0
4.79	0
4.8	0
4.81	0
4.82	0
4.83	0
4.84	0
4.85	0
4.86	0
4.87	0
4.88	0
4.89	0
4.9	0
4.91	0
4.92	0
4.93	0
4.94	0
4.95	0
4.96	0
4.97	0
4.98	0
4.99	0
5	0
5.01	0
5.02	0
5.03	0
5.04	0
5.05	0
5.06	0
5.07	0
5.08	0
5.09	0
5.1	0
5.11	0
5.12	0
5.13	0
5.14	0
5.15	0
5.16	0
