"","artist_name","artist_id","album_id","album_type","album_images","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","artists","available_markets","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"1","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.397","0.902","2","-12.418","1","0.624","0.92","0.367","0.94","0.0394","98.356","4Q1mpLGl94xstgXlhoaCh5","https://api.spotify.com/v1/audio-analysis/4Q1mpLGl94xstgXlhoaCh5","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","102748","FALSE","https://api.spotify.com/v1/tracks/4Q1mpLGl94xstgXlhoaCh5","FALSE","Whoopi Goldberg Intro - Live",NA,"1","track","spotify:track:4Q1mpLGl94xstgXlhoaCh5","https://open.spotify.com/track/4Q1mpLGl94xstgXlhoaCh5","Voodoo Lounge Uncut (Live)","D","major","D major"
"2","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.393","0.939","9","-8.853","1","0.271","0.409","0.544","0.965","0.446","101.056","1EdD9H50BlPO8eHD7oEXFC","https://api.spotify.com/v1/audio-analysis/1EdD9H50BlPO8eHD7oEXFC","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","258783","FALSE","https://api.spotify.com/v1/tracks/1EdD9H50BlPO8eHD7oEXFC","FALSE","Not Fade Away - Live",NA,"2","track","spotify:track:1EdD9H50BlPO8eHD7oEXFC","https://open.spotify.com/track/1EdD9H50BlPO8eHD7oEXFC","Voodoo Lounge Uncut (Live)","A","major","A major"
"3","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.434","0.915","11","-6.968","1","0.0761","0.406","0.0757","0.973","0.423","117.337","3FuZ5q79RH7xrQmIUHjUSk","https://api.spotify.com/v1/audio-analysis/3FuZ5q79RH7xrQmIUHjUSk","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","289169","FALSE","https://api.spotify.com/v1/tracks/3FuZ5q79RH7xrQmIUHjUSk","FALSE","Tumbling Dice - Live",NA,"3","track","spotify:track:3FuZ5q79RH7xrQmIUHjUSk","https://open.spotify.com/track/3FuZ5q79RH7xrQmIUHjUSk","Voodoo Lounge Uncut (Live)","B","major","B major"
"4","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.455","0.916","7","-8.238","1","0.0878","0.0977","0.0829","0.943","0.32","131.181","6o8JXE4kaydZ1AqmXLE5ir","https://api.spotify.com/v1/audio-analysis/6o8JXE4kaydZ1AqmXLE5ir","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","235624","FALSE","https://api.spotify.com/v1/tracks/6o8JXE4kaydZ1AqmXLE5ir","FALSE","You Got Me Rocking - Live",NA,"4","track","spotify:track:6o8JXE4kaydZ1AqmXLE5ir","https://open.spotify.com/track/6o8JXE4kaydZ1AqmXLE5ir","Voodoo Lounge Uncut (Live)","G","major","G major"
"5","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.286","0.935","4","-6.651","1","0.323","0.393","0.00439","0.808","0.279","148.049","2ec5qFvc6NV42jpti6ZXIJ","https://api.spotify.com/v1/audio-analysis/2ec5qFvc6NV42jpti6ZXIJ","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","326277","FALSE","https://api.spotify.com/v1/tracks/2ec5qFvc6NV42jpti6ZXIJ","FALSE","Rocks Off - Live",NA,"5","track","spotify:track:2ec5qFvc6NV42jpti6ZXIJ","https://open.spotify.com/track/2ec5qFvc6NV42jpti6ZXIJ","Voodoo Lounge Uncut (Live)","E","major","E major"
"6","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.32","0.954","7","-6.638","1","0.0986","0.074","0.00198","0.973","0.425","156.771","4AQetxO0HU8AtQfmhGnMzp","https://api.spotify.com/v1/audio-analysis/4AQetxO0HU8AtQfmhGnMzp","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","250987","FALSE","https://api.spotify.com/v1/tracks/4AQetxO0HU8AtQfmhGnMzp","FALSE","Sparks Will Fly - Live",NA,"6","track","spotify:track:4AQetxO0HU8AtQfmhGnMzp","https://open.spotify.com/track/4AQetxO0HU8AtQfmhGnMzp","Voodoo Lounge Uncut (Live)","G","major","G major"
"7","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.333","0.944","7","-8.327","1","0.238","0.328","0.00407","0.984","0.338","150.889","3C9tsXCZkf4TN7vGypIOpc","https://api.spotify.com/v1/audio-analysis/3C9tsXCZkf4TN7vGypIOpc","4","list(href = c(""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", ""https://api.spotify.com/v1/artists/4TKTii6gnOnUXQHyuo9JaD""), id = c(""22bE4uQ6baNwSHPVcDxLCe"", ""4TKTii6gnOnUXQHyuo9JaD""), name = c(""The Rolling Stones"", ""Sheryl Crow""), type = c(""artist"", ""artist""), uri = c(""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", ""spotify:artist:4TKTii6gnOnUXQHyuo9JaD""), external_urls.spotify = c(""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"", ""https://open.spotify.com/artist/4TKTii6gnOnUXQHyuo9JaD""
))","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","300757","FALSE","https://api.spotify.com/v1/tracks/3C9tsXCZkf4TN7vGypIOpc","FALSE","Live With Me - Live",NA,"7","track","spotify:track:3C9tsXCZkf4TN7vGypIOpc","https://open.spotify.com/track/3C9tsXCZkf4TN7vGypIOpc","Voodoo Lounge Uncut (Live)","G","major","G major"
"8","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.312","0.961","9","-6.426","1","0.129","0.269","0.261","0.964","0.345","150.904","2RxLdgkHPUbUeK0XjkTxjq","https://api.spotify.com/v1/audio-analysis/2RxLdgkHPUbUeK0XjkTxjq","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","409792","FALSE","https://api.spotify.com/v1/tracks/2RxLdgkHPUbUeK0XjkTxjq","FALSE","(I Can't Get No) Satisfaction - Live",NA,"8","track","spotify:track:2RxLdgkHPUbUeK0XjkTxjq","https://open.spotify.com/track/2RxLdgkHPUbUeK0XjkTxjq","Voodoo Lounge Uncut (Live)","A","major","A major"
"9","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.643","0.811","4","-9.113","1","0.0578","0.168","0.014","0.913","0.647","106.932","03AbxguWXpMnkR7HnSlxKG","https://api.spotify.com/v1/audio-analysis/03AbxguWXpMnkR7HnSlxKG","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","346227","FALSE","https://api.spotify.com/v1/tracks/03AbxguWXpMnkR7HnSlxKG","FALSE","Beast Of Burden - Live",NA,"9","track","spotify:track:03AbxguWXpMnkR7HnSlxKG","https://open.spotify.com/track/03AbxguWXpMnkR7HnSlxKG","Voodoo Lounge Uncut (Live)","E","major","E major"
"10","The Rolling Stones","22bE4uQ6baNwSHPVcDxLCe","4YDWKkoq6au9YtsIhEXOOY","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/baa46d7037064ee060b294c88e7fc778572e5dc8"", ""https://i.scdn.co/image/35f1d2e48512ce282f80679acfd0484597c1e947"", ""https://i.scdn.co/image/42b5350536098e6d65363998f251db0bb9236e2d""), width = c(640, 300, 64))","2018-11-16","2018","day","0.361","0.6","7","-11.572","1","0.0833","0.597","7.88e-05","0.92","0.387","151.516","1YEVYmbnEoiBbZjrKbztEB","https://api.spotify.com/v1/audio-analysis/1YEVYmbnEoiBbZjrKbztEB","4","list(href = ""https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe"", id = ""22bE4uQ6baNwSHPVcDxLCe"", name = ""The Rolling Stones"", type = ""artist"", uri = ""spotify:artist:22bE4uQ6baNwSHPVcDxLCe"", external_urls.spotify = ""https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IN"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","254474","FALSE","https://api.spotify.com/v1/tracks/1YEVYmbnEoiBbZjrKbztEB","FALSE","Angie - Live",NA,"10","track","spotify:track:1YEVYmbnEoiBbZjrKbztEB","https://open.spotify.com/track/1YEVYmbnEoiBbZjrKbztEB","Voodoo Lounge Uncut (Live)","G","major","G major"
